"text","label","author","category","original_id"
"James Bond`s car had three different license plates in Goldfinger","fact","djtech.net","","4dba7ea68b06030dfd95fc40e3b73fa1"
"The international telephone dialing code for Antarctica is 672.","fact","djtech.net","","25219d0ae72f19565c631a851b1887d2"
"One quarter of the bones in your body are in your feet.","fact","djtech.net","","3197bc1e452331d2408c661be1be7748"
"Dr. Kellogg introduced Kellogg`s Corn Flakes in hopes that it would reduce masturbation.","fact","djtech.net","","de1b010f76b39dec9a87dcdea133e1e1"
"About 500 movies are made in the US and 800 in India annually.","fact","djtech.net","","0215049a1fcbb4a4336400204649b831"
"There are over 58 million dogs in the US","fact","djtech.net","","06ebc654e87e8fc4630233516161234f"
"On average, 12 newborns will be given to the wrong parents every day.","fact","djtech.net","","a2a24f04aa34e0030c2a5a00b3c6da2c"
"Cher's last name was ""Sarkissian."" She changed it because no one could pronounce it.","fact","djtech.net","","2860fc15e32e8656fc92bc5a8836166d"
"Rugby, North Dakota is the geographical center of North America.","fact","djtech.net","","9173944d82793496d7c2e7eb917c3d29"
"The word “lethologica” describes the state of not being able to remember the word you want.","fact","djtech.net","","8c454f7bb4109f0fa28371ce039aabcb"
"Recycling one glass jar, saves enough energy to watch T.V for 3 hours!","fact","djtech.net","","f9be0d74e1189d5d2ed9b3333d42c17b"
"The pop you hear when you crack your knuckles is actually a bubble of gas burning.","fact","djtech.net","","79fe15222cb182783c5d3e133285a872"
"One of the reasons marijuana is illegal today is because cotton growers in the 1930s lobbied against hemp farmers they saw it as competition.","fact","djtech.net","","8b381465316830b8f9655efea3346ce4"
"Dueling is legal in Paraguay as long as both parties are registered blood donors.","fact","djtech.net","","21fff753aba0a421046a641a0d1f07cf"
"Jim Morrison, of the 60's rock group The Doors, was the first rock star to be arrested on stage.","fact","djtech.net","","8979610b33fee20bce8b6555fab5103b"
"Frank Lloyd Wright's son invented Lincoln Logs.","fact","djtech.net","","6ef97e2dfd900ab18c1a0f2f0513780a"
"Illinois has the highest number of personalized license plates than any other state.","fact","djtech.net","","c36f46b0bfb4bc410c0e06ecb2f9a134"
"Mr. Rogers was an ordained Presbyterian minister.","fact","djtech.net","","f5a57b1983ace15ecb36554c1f69ba66"
"It is illegal to eat oranges while bathing in California.","fact","djtech.net","","f0869c29a2557f7055a284bf76ae0cb2"
"The the U.S. you dial `911`. In Stockholm, Sweden you dial 90000","fact","djtech.net","","cdbcd0f3ff412f2f32c0e8cfef3a7a66"
"Ants closely resemble human manners:  When they wake, they stretch & appear to yawn in a human manner before taking up the tasks of the day.","fact","djtech.net","","10b55351a154e956c450633ec10aa188"
"The following sentence: `A rough-coated, dough-faced, thoughtful ploughman strode through the streets of Scarborough; after falling into a slough, he coughed and hiccoughed.` Contains the nine different pronunciations of ""ough"" in the English Language.","fact","djtech.net","","39472c26139db6af54df2f490386ad95"
"Honeybees have a type of hair on their eyes!","fact","djtech.net","","2d3c894edcfdf19b8a94f7473ee1e3fe"
"Wearing headphones for just an hour will increase the bacteria in your ear by 700 times.","fact","djtech.net","","cfa6afb1a9f05322c0681aec643df008"
"A shark is the only fish that can blink with both eyes.","fact","djtech.net","","6d91707d7ccb2c64ab8067013bd770cd"
"Leonardo Da Vinci invented the scissors.","fact","djtech.net","","26ce38f50c4bd0d6e36c1f011ebac02d"
"There is an average of 61,000 people airborne over the US at any given moment.","fact","djtech.net","","0d251336754958f83013124d32f01a44"
"A pig`s orgasm lasts for 30 minutes.","fact","djtech.net","","20703986d294054ff282e1ee212e3242"
"On average, 100 people choke to death on ballpoint pens every year.","fact","djtech.net","","f4141d9c19dc15d63b1984a5574aab83"
"It`s against the law to doze off under a hair dryer in Florida/against the law to slap an old friend on the back in Georgia/against the law to Play hopscotch on a Sunday in Missouri.","fact","djtech.net","","aac38ec3fc45d931a0080c0d967c3fc9"
"Hawaii is the only coffee producing state.","fact","djtech.net","","8d90b68f161cf539266aa1976bc3f96b"
"Adolf Hitler's mother seriously considered having an abortion but was talked out of it by her doctor.","fact","djtech.net","","9c6a18ea93b2fd1b693f282697ff6b58"
"You can lead a cow upstairs but not downstairs.","fact","djtech.net","","a5144a03bf5f4c1d94d84653ec2dcf5a"
"The first license plate on a car in the United States was issued in Denver, Colorado in 1908.","fact","djtech.net","","075d19639a16815598b50156bbe252e2"
"Sex burns 360 calories per hour.","fact","djtech.net","","1d0110194eccb08cceabf76b74d46100"
"Poland is the ""stolen car capital of the world"".","fact","djtech.net","","ceeb3b7ddbab64a5e385d65531d60959"
"3.9% of all women do not wear underwear.","fact","djtech.net","","2a147fe8e22fea25b5137b9db3894856"
"Shakespeare is quoted 33,150 times in the Oxford English dictionary.","fact","djtech.net","","d5069322ab4170057b4bd3b9578972a7"
"Your stomach needs to produce a new layer of mucus every two weeks or it would digest itself.","fact","djtech.net","","549e6e907701e62e3231d5d51a879675"
"A cat's jaw cannot move sideways.","fact","djtech.net","","26aa4b926eefe4912c60fb6ffd1f24ef"
"Proportional to their size, cats have the largest eyes of all mammals.","fact","djtech.net","","7c7822795e072ed079897292db209d80"
"Shakespeare invented the word ""assassination"" and ""bump.""","fact","djtech.net","","b1ec226fc724088242378476a652e6c9"
"A piece of paper can be folded no more then 9 times.","fact","djtech.net","","06e1d90871c54d5c0d9f6cd2589ff775"
"A shrimp’s heart is in its head.","fact","djtech.net","","8c89308627a69410a8f5e173297bc103"
"Al Capone`s business card said he was a used furniture dealer.","fact","djtech.net","","2ddea86b89a2e7f67e1d29daddb43ba0"
"Women blink nearly twice as much as men.","fact","djtech.net","","98eab9d565ba7750139217cf985a79ed"
"The longest word comprised of one row on the keyboard is: TYPEWRITER","fact","djtech.net","","d3fb5fe7fc6e7273348f5551920b3ad8"
"Coca-Cola was originally green.","fact","djtech.net","","7adc55e4ebe38917acfb3ad19551d47f"
"On a Canadian two dollar bill, the flag flying over the Parliament buildings is an American flag.","fact","djtech.net","","7e69818f45954c67478f6a69069624f7"
"You burn more calories sleeping than you do watching TV.","fact","djtech.net","","6e12cb26f227e31f849c73be00c6ded1"
"Rodent's teeth never stop growing.","fact","djtech.net","","3ce985509b4d7e99b85e232f22876774"
"Nepal is the only country that has a non-rectangular flag. It is also asymmetrical.","fact","djtech.net","","09b449435c7a39ed58f0e2b7fafc662d"
"The Pentagon, in Arlington, Virginia, has twice as many bathrooms as is necessary, because when it was built in the 1940s, the state of Virginia still had segregation laws requiring separate toilet facilities for blacks and whites.","fact","djtech.net","","82c3dc84e2f2025a9138752db5004ece"
"About 200,000,000 M&Ms are sold each day in the United States.","fact","djtech.net","","483bffa84216d70a20b9311cb4b5b6fb"
"315 entries in Webster’s 1996 dictionary were misspelled.","fact","djtech.net","","46fd7d1e1d181f82c9c2e6abca541444"
"Most Egyptians died by the time they were 30 about 300 years ago,","fact","djtech.net","","b44a9ceba68922ec181361c71f77a6e3"
"Americans on average eat 18 acres of pizza every day.","fact","djtech.net","","896e8c617a1f0cfed6d622b4af9e51f6"
"The average talker sprays about 300 microscopic saliva droplets per minute, about 2.5 droplets per word.","fact","djtech.net","","6d9f0396027a46966036c5db605569e1"
"More than 90% of the Nicaraguan people are Roman Catholic.","fact","djtech.net","","32c934112f42f352f639abbaa2305063"
"Each month, there is at least one report of UFOs from each province of Canada.","fact","djtech.net","","df69791df8a67ebd2c88ee182c7dbe11"
"Denver, Colorado lays claim to the invention of the cheeseburger.","fact","djtech.net","","8d58e82bc265a3344cda650b6eed2c01"
"In the average lifetime, a person will walk the equivalent of 5 times around the equator.","fact","djtech.net","","f5991f2e7958885f6238dd9a2b9e5edd"
"A snail can sleep for 3 years.","fact","djtech.net","","e67220eeb0a1eabc1df03fbfb594c563"
"When the French Academy was preparing its first dictionary, it defined ""crab"" as, ""A small red fish, which walks backwards."" This definition was sent with a number of others to the naturalist Cuvier for his approval. The scientist wrote back, ""Your definition, gentlemen, would be perfect, only for three exceptions. The crab is not a fish, it is not red and it does not walk backwards.""","fact","djtech.net","","0f130866f3c312ca1834fb7ab6388c2c"
"One in ten people live on an island.","fact","djtech.net","","7d0593efed8f33e00c4664ab5614a4c2"
"The U.S. city with the highest rate of lightning strikes per capita is Clearwater, Florida.","fact","djtech.net","","a356e526cd81fb1880c68f68145def7f"
"Children grow faster in the springtime.","fact","djtech.net","","9584ec9082990c84266621f61616c10c"
"The cruise liner, Queen Elizabeth II, moves only six inches for each gallon of diesel that it burns.","fact","djtech.net","","3e7035ed2e68edb6d93eca3acd067916"
"Celery has negative calories! It takes more calories to eat a piece of celery than the celery has in it.","fact","djtech.net","","f2e92a6588058c8d14487fb0c26a3f34"
"The average person spends 12 weeks a year `looking for things`.","fact","djtech.net","","86ba234e46c9b77966602f89438a0894"
"The highest per capita Jell-O comsumption in the US is Des Moines.","fact","djtech.net","","76ea49bfded6fd56c9b2b154519e0368"
"The plastic things on the end of shoelaces are called aglets.","fact","djtech.net","","198f847dd3fd7b265d859083da6fef68"
"The mask worn by Michael Myers in the original ""Halloween"" was actually a Captain Kirk mask painted white.","fact","djtech.net","","35aaa6ebc3ac1719dca8f0ef47699588"
"Dolphins sleep with one eye open!","fact","djtech.net","","11019ab41d0669f3848468060c5322b2"
"A mole can dig a tunnel 300 feet (91 m) long in just one night.","fact","djtech.net","","5147ff57714d01c8e4ed5b4bb7cb3d9e"
"Sherlock Holmes NEVER said, ""Elementary, my dear Watson.""","fact","djtech.net","","a221d97b75da107595f82f9a68850818"
"The flea can jump 350 times its body length. It's like a human jumping the length of a football field.","fact","djtech.net","","e429024b2563a0254fc247cf4b823c3d"
"IBM’s motto is “Think”. Apple later made their motto “Think different”.","fact","djtech.net","","8d55182a374b3c421e453b62e1aabaed"
"Researchers at the Texas Department of Highways in Fort Worth determined the cow population of the U.S. burps some 50 million tons of valuable hydrocarbons into the atmosphere each year.  The accumulated burps of ten average cows could keep a small house adequately heated and its stove operating for a year.","fact","djtech.net","","1703d12a302fe7f757a149cef45341dc"
"""Go."" is the shortest complete sentence in the English language.","fact","djtech.net","","41b0bf7492ed9418f894ccda40da157e"
"The longest recorded flight  of a chicken is 13 seconds","fact","djtech.net","","9b1bd6094b9c3784c99f43bcd454f08d"
"The longest one-syllable word in the English language is ""screeched.""","fact","djtech.net","","b9629a67d9ee16de3d9066a6ab289be6"
"There are more plastic flamingos in the U.S that there are real ones.","fact","djtech.net","","134854ab8504d3d5bafa7a0f0686c8cb"
"The only nation whose name begins with an ""A"", but doesn`t end in an ""A"" is Afghanistan.","fact","djtech.net","","a4bd66605d8268469ae8bd0e57903648"
"In Vermont, the ratio of cows to people is 10:1","fact","djtech.net","","ee59ae25da83bd38dc1494cf221bc798"
"Elephants only sleep for two hours each day.","fact","djtech.net","","350b98fe8b36f95bb5339e5baf56deea"
"Vatican City is the smallest country in the world, with a population of 1000 and just 108.7 acres.","fact","djtech.net","","664ce48fc6c06c79f30e153cb5332a37"
"The S in Harry S. Truman did not stand for anything.","fact","djtech.net","","78824c7bc4daa0a24607fbeeb24f26e8"
"In Utah, it is illegal to swear in front of a dead person.","fact","djtech.net","","9ddae9def4ccd546a14a42c3c389059c"
"There are more than 40,000 characters in the Chinese script.","fact","djtech.net","","8cf7658aa3e2405443f1d7dfef82b611"
"An Olympic gold medal must contain 92.5 percent silver","fact","djtech.net","","3d2e6b69aa52fb5562b8c272c92623d1"
"Deborah Winger did the voice of E.T.","fact","djtech.net","","96ca9ba4357f54e3b02c7a08fb1b9c72"
"Mexico City sinks about 10 inches a year","fact","djtech.net","","050a6a910648f402b5bf4cc785e37cc5"
"During a severe windstorm or rainstorm the Empire State Building sways several feet to either side.","fact","djtech.net","","06490161dca519171f50e98a22861b2e"
"98% of Japanese are cremated.","fact","djtech.net","","8306ce1e4b664e4e679b27fe43147e30"
"To ""testify"" was based on men in the Roman court swearing to a statement made by swearing on their testicles.","fact","djtech.net","","02efb12f344d42d6d8c492928fd1f622"
"The scene where Indiana Jones shoots the swordsman in Raider’s of the Lost Ark was Harrison Ford's idea so that he could take a bathroom break.","fact","djtech.net","","0a3172ba7bcfb57e8588f933e028f93d"
"Emus and kangaroos can't walk backwards.","fact","djtech.net","","1b29422e6e671a05ae2cb02a85da1148"
"In England, the Speaker of the House is not allowed to speak.","fact","djtech.net","","c67ee2b7913742a96247227dc9ac58b2"
"A `jiffy` is a unit of time for 1/100th of a second.","fact","djtech.net","","335d938ce8c16d88d6e5189c9b533666"
"The fingerprints of koala bears are virtually indistinguishable from those of humans, so much so that they can be easily confused at a crime scene.","fact","djtech.net","","e8c3adb1c3917b5e825699daf2a3ff30"
"Grapes explode when you put them in the microwave. Go on, try it then","fact","djtech.net","","027cfb79bb35ac1fedc72ccc93eb0639"
"A whale`s penis is called a dork.","fact","djtech.net","","cdd8948260dc2cac61f1420d7ff2f674"
"The average lead pencil will draw a line 35 miles long or write approximately 50,000 English words.","fact","djtech.net","","e418fb67d83dba636b60d8638b40ea89"
"Peter Falk, who played ""Columbo,"" has a glass eye.","fact","djtech.net","","505db7010aad6338ff9e2ec41cdc1e24"
"The name Wendy was made up for the book Peter Pan. There was never a recorded Wendy before it.","fact","djtech.net","","5fc7b3ddbee644d8fec458e6bf4040aa"
"The giant squid has the largest eyes in the world.","fact","djtech.net","","4221d347c862ef3cbf5c198b596acb2e"
"Over 60% of all those who marry get divorced.","fact","djtech.net","","3d39a4f12709f4278dfef17e2b96616b"
"In a lifetime the average human produces enough quarts of spit to fill 2 swimming pools.","fact","djtech.net","","0cbd0eb26cf1b0f247c32417bcfc74b5"
"More than 50% of the people in the world have never made or received a telephone call.","fact","djtech.net","","80b1cb45dc3834f8b0e7d4cf86baab2d"
"Eating the heart of a male Partridge was the cure for impotence in ancient Babylon.","fact","djtech.net","","99fff29ba89bb27f2f67be85d4bf4651"
"Sex is the safest tranquilizer in the world. IT IS 10 TIMES MORE EFFECTIVE THAN VALIUM.","fact","djtech.net","","9dcd555fe9c8b114f2d9b5c8246c131c"
"Chewing gum while peeling onions will keep you from crying.","fact","djtech.net","","778cfad6ced9570e7a75ea9b39c0db48"
"The average raindrop falls at 7 miles per hour.","fact","djtech.net","","0820a43ad03013b45a026942940655a2"
"Winston Churchill was born in a ladies room during a dance.","fact","djtech.net","","35b1812cf18b0c4135bf00c9369378aa"
"`Obsession` is the most popular boat name.","fact","djtech.net","","6df415f6379dc42d110a6e5353b1da41"
"A snail can sleep for three years.","fact","djtech.net","","9869863bb726662d0cca505b812d7d74"
"The ZIP in “ZIP code” means Zoning Improvement Plan.","fact","djtech.net","","dce48566a17c5efe750bba7c11acb7a8"
"$283,200 is the absolute highest amount of money you can win on Jeopardy.","fact","djtech.net","","e703531841d4527fda597eaf0e16944e"
"Shakespeare invented the words “assassination” and “bump.”","fact","djtech.net","","6c56d6f34efcc1be999f2cd5c4ca392e"
"The Black Widow spider eats her mate during or after sex.","fact","djtech.net","","c825b6201944a99734d34dd13e01b83b"
"Almonds are a member of the peach family.","fact","djtech.net","","5e3edfb6903a99f0c970d02e84fd75f4"
"On average, people fear spiders more than they do death.","fact","djtech.net","","397c76c546834fadda7d25f9b8b47653"
"The highest point in Pennsylvania is lower than the lowest point in Colorado.","fact","djtech.net","","a68a8f8061c73bb7697c2fc5204d70dc"
"On average, 100 people choke to death on ball-point pens every year.","fact","djtech.net","","ccefc007cb5128020bfd5b92e2b5f3a0"
"Mosquito repellents don`t repel. They hide you. The spray blocks the mosquito`s sensors so they don`t know you`re there.","fact","djtech.net","","5fccb4af2555a8e046df5b5039a9b37e"
"In Japan, watermelons are squared. It's easier to stack them that way.","fact","djtech.net","","8e9d9964ba9f8a7438a34ade2d948fae"
"In every episode of “Seinfeld” there is a Superman picture or reference somewhere.","fact","djtech.net","","b6a288fcf247974b6cc90026566f14cc"
"A crocodile cannot stick its tongue out.","fact","djtech.net","","f59ab7a208fbc7f407ca7ce31111c8c9"
"The Bible, the world's best-selling book, is also the world's most shoplifted book.","fact","djtech.net","","17e2f9c518ea5010b7b8aba0a90f39ca"
"California has issued 6 drivers licenses to people named ""Jesus Christ.""","fact","djtech.net","","cbed091a23a12cd140e7d0779271b5c6"
"Slugs have four noses.","fact","djtech.net","","6ec68dc37ec902c53203f13bb44e2ae2"
"Length of beard an average man would grow if he never shaved 27.5 feet","fact","djtech.net","","cd7a1bcac750a45f7b0dda09ec1e039a"
"In 10 minutes, a hurricane releases more energy than all of the world's nuclear weapons combined.","fact","djtech.net","","33d8965b8917861d4a3904254c05afe9"
"The average person's left hand does 56% of the typing.","fact","djtech.net","","7ce24c313b62534a5748b71a6ac1e7b3"
"A dime has 118 ridges around the edge. A quarter has 119.","fact","djtech.net","","49ca4fd3fe2bd3a40e9b1412f6ae9f70"
"One third of all cancers are sun related.","fact","djtech.net","","3639a3cf749725c9b903dc0e500be8cc"
"Bruce Lee was so fast that they had to slow the film down so you could see his moves.","fact","djtech.net","","f40b4fddc36259263de742ab401f6b9e"
"A shark can detect one part of blood in 100 million parts of water.","fact","djtech.net","","3a6b39763f4fec6e5c2091e3aef1cec8"
"Average life span of a major league baseball: 7 pitches.","fact","djtech.net","","a33fba0c1d1dc15d6d1aebb8e167957a"
"A full-loaded supertanker traveling at normal speed takes at least 20 minutes to stop.","fact","djtech.net","","fd6334f8e334eb61bb9605972c063364"
"Rape is reported every six minutes in the U.S.","fact","djtech.net","","acf9334f185c62a7fd8d605af6cdcf9b"
"Like fingerprints, everyone's tongue print is different!","fact","djtech.net","","6edb5c2eb67ca5a7b00eedb270804dbf"
"In Raiders of the Lost Ark there is a wall carving of R2-D2 and C-3P0 behind the ark","fact","djtech.net","","07e493326cc1377d81d23f53d9842ba9"
"An ostrich’s eye is bigger than its brain.","fact","djtech.net","","a2a6f81683a84ce87d62979c965d712c"
"US Dollar bills are made out of cotton and linen.","fact","djtech.net","","c71e9007335ec2830ebbd888e3a74071"
"The Declaration of Independence was written on hemp (marijuana) paper.","fact","djtech.net","","48223cafdc64a765911caee15421af56"
"Every year 11,000 Americans injure themselves while trying out bizarre sexual positions.","fact","djtech.net","","3098a1f7bb4099336b4f0129ece235c8"
"Half the foods eaten throughout the world today were developed by farmers in the Andes Mountains (including potatoes, maize, sweet potatoes, squash, all varieties of beans, peanuts, manioc, papayas, strawberries, mulberries and many others).","fact","djtech.net","","501eb21934c84fa55b4cea047940bed1"
"In Bangladesh, kids as young as 15 can be jailed for cheating on their finals!","fact","djtech.net","","cde16cdf75768df10344af2769c28741"
"Barbie`s full name is Barbara Millicent Roberts.","fact","djtech.net","","c703acc60f7a3fe0b03cd27da0aa2860"
"For every 'normal' webpage, there are five porn pages.","fact","djtech.net","","5908383f39acfee7c00998a891771424"
"Dr. Jack Kevorkian first patient has Alzheimer`s disease.","fact","djtech.net","","1c2d339c013ee32eaa9f88901fc4ead6"
"In most advertisements, including newspapers, the time displayed on a watch is 10:10.","fact","djtech.net","","2d3e21d5f5f8f02a0cc43c82944311ef"
"Owls are one of the only birds who can see the color blue!","fact","djtech.net","","b66fa82abb85ce8bff8e269216dd3079"
"The volume of the earth's moon is the same as the volume of the Pacific Ocean.","fact","djtech.net","","054e3a907853db746693c1670ae51189"
"You're born with 300 bones, but by the time you become an adult, you only have 206.","fact","djtech.net","","7659636345278300c6a37df4ccce99f9"
"The Philippines has about 7,100 islands, of which only about 460 are more than 1 square mile in area.","fact","djtech.net","","d67ba6c0834b20918b2be37c9ebd6755"
"Dentists have recommended that a toothbrush be kept at least 6 feet away from a toilet to avoid airborne particles resulting from the flush.","fact","djtech.net","","f91324a0ee29f683819108accdf1adb5"
"Donald Duck comics were banned from Finland because he doesn`t wear pants!","fact","djtech.net","","a313d6861427c089d43b14ea32472e1f"
"14% of Americans have skinny-dipped with a member of the opposite sex at least once.","fact","djtech.net","","b4917f4b7ccaac7013cbeb6367ae267c"
"Thirty-five percent of the people who use personal ads for dating are already married.","fact","djtech.net","","1d588773d32a7ae1f0a37536d1612e27"
"Men can read smaller print than women; women can hear better.","fact","djtech.net","","8cde127b92424ff4681cf06fdcab490f"
"Ten percent of the Russian government`s income comes from the sale of vodka.","fact","djtech.net","","d9b7be8833e8c7543cb2308289217a12"
"Former basketball superstar Michael Jordan is the most recognized face in the world, more than the pope himself.","fact","djtech.net","","ec36d7884a85ddbf09c49da9fd299660"
"Intelligent people have more zinc and copper in their hair.","fact","djtech.net","","2dcf6a99cfdeedc526fa31128043c547"
"A crocodiles tongue is attached to the roof of its mouth.","fact","djtech.net","","0d699b8f4cce5e199befa01409339bd2"
"If one places a tiny amount of liquor on a scorpion, it will instantly go mad and sting itself to death.","fact","djtech.net","","6a0c05a68e09a99b9f6860ac1e92a7fe"
"About 55% of all movies are rated R.","fact","djtech.net","","8caa080ae575cb0bb1e9581752a67a87"
"The first female guest host of ""Saturday Night Live"" was Candace Bergen.","fact","djtech.net","","2265b7afcb5cd66992329752221e8018"
"During the chariot scene in ""Ben Hur,"" a small red car can be seen in the distance.","fact","djtech.net","","0d668df68c69c0e7867956b0724eb6d4"
"No matter where you stand in Michigan, you are never more than 85 miles from a Great Lake.","fact","djtech.net","","2d25921e5d32bcfbed8a69f90feb5757"
"Only female mosquitoes bite.","fact","djtech.net","","e8f34741a691cf0764fb4b574713514d"
"The average person falls asleep in seven minutes.","fact","djtech.net","","30832805c1428046fcfca96b5ee08fba"
"There are 41,806 different spoken languages in the world today.","fact","djtech.net","","a95a522b3133ed14d87a54dc0142c17a"
"American Airlines saved $40,000 in 1987 by taking out an olive from First Class salads.","fact","djtech.net","","a6eb4662c86eb5bf2336170ca2f7c396"
"the bird is the word","fact","A fat guy","","97765a61f9b3173ffe7b576ae9b8c784"
"Americans travel 1,144,721,000 miles by air every day","fact","djtech.net","","11ad629e519c839723f39383e1f39eba"
"Your stomach has to produce a new layer of mucus every two weeks or it will digest itself.","fact","djtech.net","","af75d2ae2ae65cbba3c031d0fdb3a887"
"The first McDonald's restaurant in Canada was in Richmond, British Columbia.","fact","djtech.net","","34585afabe921d32db20618b230d10ca"
"Maine is the only state whose name is just one syllable.","fact","djtech.net","","bab30e8879f6c47780007d4680c9b5b3"
"The only capital letter in the Roman alphabet with exactly one end point is P.","fact","djtech.net","","93299048dd82ab6cea599b41867a410f"
"Nepal is the only country that doesn’t have a rectangular flag.","fact","djtech.net","","adaf97a0c44d421f2901d8bb993cc1d1"
"Bees have 5 eyes. There are 3 small eyes on the top of a bee`s head and 2 larger ones in front.","fact","djtech.net","","11b0eadade087981a08e804994b1a503"
"California consumes more bottled water than any other product.","fact","djtech.net","","b2e904567aa6ed794879fae188476331"
"Bats always turn left when exiting a cave","fact","djtech.net","","298449d7bcaefd5df6cfac1a27cd5f6f"
"Caesar salad has nothing to do with any of the Caesars. It was first concocted in a bar in Tijuana, Mexico, in the 1920`s.","fact","djtech.net","","c2e9454232719d4d9ccff379fc11700c"
"A chameleon's tongue is twice the length of its body.","fact","djtech.net","","a890013ba3e5f10749591657bfb5c04a"
"Blondes have more hair than dark-haired people do.","fact","djtech.net","","096c4b8d87fa0189175e569d42494a61"
"Beethoven dipped his head in cold water before he composed.","fact","djtech.net","","2a269b7cc4e23785471604f9f8b9cc2c"
"The dot over the letter `i` is called a tittle.","fact","djtech.net","","3b99d35171dc8fc7abbc1891aab4d6cb"
"Negative emotions such as anxiety and depression can weaken your immune system.","fact","djtech.net","","d2b385bc51ad00019355b8f19a2827ca"
"Gabriel, Michael, and Lucifer are the only angels named in the Bible.","fact","djtech.net","","f926bc7d040a90a859df15de2fabb0c8"
"The country code for Russia is ""007"".","fact","djtech.net","","9930af0979d0b01ffa1311000e6cf29c"
"Sharon Stone was the first Star Search spokes model.","fact","djtech.net","","5b798a8582f548169d213c0901ca1d7f"
"There are 336 dimples on a regulation golf ball.","fact","djtech.net","","cdafdee552b6299356c37a296f9c9eb3"
"CBS` ""60 Minutes"" is the only TV show without a theme song/music.","fact","djtech.net","","4aa089d018797ea2511bcaac7585c2a9"
"The average person will accidentally eat just under a pound of insects every year.","fact","djtech.net","","a9210ac834930eee7c77da12108fd0db"
"On the ground, a group of geese is a gaggle, in the sky it is a skein.","fact","djtech.net","","8293ba34f0a8fe8d2fce78b32dea4c54"
"Months that begin on a Sunday will always have a ""Friday the 13th.""","fact","djtech.net","","8d64c4c3122a31c9f93dc2ae267f8b66"
"Pamela Anderson Lee is Canada`s Centennial Baby, being the first baby born on the centennial anniversary of Canada`s independence.","fact","djtech.net","","31a74a666f22183339ec452d0e93c837"
"The male gypsy moth can ""smell"" the virgin female gypsy moth from 1.8 miles away.","fact","djtech.net","","5e79cf09f9b4ac4a1ebfc30b9a5560be"
"The 57 on Heinz ketchup bottles represents the number of varieties of pickles the company once had.","fact","djtech.net","","c5b97f26c6591183d479c4bc6c6dcfde"
"Elephants are the only animals that can`t jump.","fact","djtech.net","","cc27c65815a29011a1cdb27b28ae03a2"
"The first streetlights in America were installed in Philadelphia around 1757.","fact","djtech.net","","84df07eb5dff69913c42b8bf60f241aa"
"Hedenophobic means fear of pleasure.","fact","djtech.net","","b3cf05a7d9824c225a1c494ca406193a"
"Napoleon`s penis was sold to an American Urologist for $40,000.","fact","djtech.net","","3dbc34395076951bee62e948aec687eb"
"Dr. Seuss pronounced his name “soyce”.","fact","djtech.net","","58795b8b6162a63cfb493d7121dc954d"
"The toothbrush was invented in China in 1498.","fact","djtech.net","","2d78210bdf3e7b866229a4129ffc1c54"
"A jellyfish is 95 percent water!","fact","djtech.net","","94e134afb46c3b640d60c33369258990"
"The only real person to be a PEZ head was Betsy Ross.","fact","djtech.net","","4a6036e5aceb3132faf436c1ae0831ed"
"India has a Bill of Rights for cows.","fact","djtech.net","","055e17e83da4adcf2a9c8328b7dde586"
"If you went out into space, you would explode before you suffocated because there`s no air pressure.","fact","djtech.net","","577f032ea57e1c32762865f1c0db1079"
"Warren Beatty and Shirley McLaine are brother and sister.","fact","djtech.net","","5e8dbef244e758234828bd213b02050a"
"The crack of a whip is actually a tiny sonic boom, since the tip breaks the sound barrier.","fact","djtech.net","","b8187d1d5676c6bab434de683bf2f170"
"Valentine Tapley from Pike County, Missouri  grew chin whiskers attaining a length of twelve feet six inches from 1860 until his death 1910, protesting Abraham Lincoln`s election to the presidency.","fact","djtech.net","","fa2302a76f62a7a8a6905df8208fb55c"
"The amount of computer Memory required to run WordPerfect for Win95 is 8 times the amount needed aboard the space shuttle.","fact","djtech.net","","2889d8e54be016bfa5961c7cc0dad6c0"
"Table tennis balls have been known to travel off the paddle at speeds up to 160 km/hr.","fact","djtech.net","","546053dce6fcd90e24c902f491302641"
"Cats urine glows under a black light.","fact","djtech.net","","edd60acdcadb294cb792b84adb8fec58"
"Bullet proof vests, fire escapes, windshield wipers, and laser printers were all invented by women","fact","djtech.net","","e060ed19ea96b1710bebe63af4676a07"
"Maine is the only state (in USA) whose name is just one syllable.","fact","djtech.net","","2ba250679ac8daeaae030228394e2a51"
"On average, 12 newborns will be given to the wrong parents daily.","fact","djtech.net","","bab733d57a50b575600048330c59867d"
"The cheetah is the only cat that can't retract its claws.","fact","djtech.net","","66cc4a3f357904ac7c76b504f6308bac"
"Nutmeg is extremely poisonous if injected intravenously.","fact","djtech.net","","aae20a02ea287829a83e9137d568d8aa"
"Donkeys kill more people than plane crashes.","fact","djtech.net","","4456ba06b07a85862255790e744eb9ce"
"The past-tense of the English word “dare” is “durst”","fact","djtech.net","","6e82fbc8b8e5c212f0b607d5d9afaa21"
"Every US president has worn glasses (just not always in public).","fact","djtech.net","","64bab57a4edd20d214575c69d8ee9a39"
"Samuel Clemens (Mark Twain) was born on and died on days when Halley’s Comet can be seen.","fact","djtech.net","","c33b6525c959ec88fefde22eb72091b5"
"In every episode of Seinfeld there is a Superman somewhere.","fact","djtech.net","","3281767f77eec4f7babc92abbd2464b4"
